gateway-1  | {"time":"2026-06-06T18:07:24.71469913Z","level":"INFO","msg":"otel bootstrap disabled","service_name":"inference-serving-gateway"}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.607478+00:00", "level": "info", "logger": "uvicorn.error", "message": "otel bootstrap disabled"}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.608405+00:00", "level": "info", "logger": "uvicorn.error", "message": "policy: ok=True source=/app/policy_out/latest.json model_id=llama.cpp/SmolLM2-360M-Instruct-Q8_0-GGUF enable_extract=False error=None"}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.608450+00:00", "level": "info", "logger": "uvicorn.error", "message": "startup: env=dev debug=False app_profile=docker db_instance=unknown redis_enabled=True model_load_mode=lazy"}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.608474+00:00", "level": "info", "logger": "uvicorn.error", "message": "CORS enabled=True allow_origins=['http://localhost:5173', 'http://127.0.0.1:5173', 'http://localhost', 'http://127.0.0.1']"}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.622656+00:00", "level": "info", "logger": "llm_server.models", "message": "models: loaded path=/app/config/models.yaml requested_profile='test' source='MODELS_PROFILE' used_profile='test' primary_id=fake model_ids=1"}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.636698+00:00", "level": "info", "logger": "llm_server.models", "message": "models: loaded path=/app/config/models.yaml requested_profile='test' source='MODELS_PROFILE' used_profile='test' primary_id=fake model_ids=1"}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.833083+00:00", "level": "info", "logger": "httpx", "message": "HTTP Request: HEAD https://huggingface.co/fake/resolve/main/tokenizer_config.json \"HTTP/1.1 401 Unauthorized\""}
joint_worker-1  | {"ts": "2026-06-06T18:07:25.846666+00:00", "level": "info", "logger": "llm_server.application.process_extract_job", "message": "extract_job_done", "request_id": "integration-obs-request-2", "trace_id": "integration-obs-trace-2", "job_id": "df45a2fbbcbb4c0fb187d717a5411e18", "route": "/v1/extract/jobs/worker", "model_id": "fake"}
server-1        | {"ts": "2026-06-06T18:07:15.929266+00:00", "level": "info", "logger": "uvicorn.error", "message": "Started server process [7]"}
server-1        | {"ts": "2026-06-06T18:07:15.929319+00:00", "level": "info", "logger": "uvicorn.error", "message": "Waiting for application startup."}
server-1        | {"ts": "2026-06-06T18:07:15.929418+00:00", "level": "info", "logger": "llm_server.limits", "message": "limits_init"}
server-1        | {"ts": "2026-06-06T18:07:15.929495+00:00", "level": "info", "logger": "uvicorn.error", "message": "otel bootstrap disabled"}
server-1        | {"ts": "2026-06-06T18:07:15.930534+00:00", "level": "info", "logger": "uvicorn.error", "message": "policy: ok=True source=/app/policy_out/latest.json model_id=llama.cpp/SmolLM2-360M-Instruct-Q8_0-GGUF enable_extract=False error=None"}
server-1        | {"ts": "2026-06-06T18:07:15.930582+00:00", "level": "info", "logger": "uvicorn.error", "message": "startup: env=dev debug=False app_profile=docker db_instance=docker redis_enabled=True model_load_mode=lazy"}
server-1        | {"ts": "2026-06-06T18:07:15.930609+00:00", "level": "info", "logger": "uvicorn.error", "message": "CORS enabled=True allow_origins=['http://localhost:5173', 'http://127.0.0.1:5173', 'http://localhost', 'http://127.0.0.1']"}
server-1        | {"ts": "2026-06-06T18:07:15.944489+00:00", "level": "info", "logger": "llm_server.models", "message": "models: loaded path=/app/config/models.yaml requested_profile='test' source='MODELS_PROFILE' used_profile='test' primary_id=fake model_ids=1"}
server-1        | {"ts": "2026-06-06T18:07:15.958182+00:00", "level": "info", "logger": "llm_server.models", "message": "models: loaded path=/app/config/models.yaml requested_profile='test' source='MODELS_PROFILE' used_profile='test' primary_id=fake model_ids=1"}
server-1        | {"ts": "2026-06-06T18:07:15.959808+00:00", "level": "info", "logger": "uvicorn.error", "message": "Application startup complete."}
server-1        | {"ts": "2026-06-06T18:07:15.960176+00:00", "level": "info", "logger": "uvicorn.error", "message": "Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)"}
server-1        | {"ts": "2026-06-06T18:07:16.029813+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "dadfb2d118e497a98edc52dbc9972eef", "trace_id": "dadfb2d118e497a98edc52dbc9972eef", "method": "GET", "path": "/healthz", "status_code": 200, "latency_ms": 0.7584095001220703, "client_ip": "192.168.65.1", "route": "/healthz", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:16.030065+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:47274 - \"GET /healthz HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:24.184689+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "fb94fe512a2dc650779933871a4d2392", "trace_id": "fb94fe512a2dc650779933871a4d2392", "method": "GET", "path": "/readyz", "status_code": 200, "latency_ms": 28.445959091186523, "client_ip": "127.0.0.1", "route": "/readyz", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:24.185031+00:00", "level": "info", "logger": "uvicorn.access", "message": "127.0.0.1:55468 - \"GET /readyz HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:24.973301+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "21550ee0bb2014cd7b8f6a9494ee44e6", "trace_id": "21550ee0bb2014cd7b8f6a9494ee44e6", "method": "GET", "path": "/readyz", "status_code": 200, "latency_ms": 1.5718936920166016, "client_ip": "172.20.0.6", "route": "/readyz", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:24.973536+00:00", "level": "info", "logger": "uvicorn.access", "message": "172.20.0.6:41968 - \"GET /readyz HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:25.018303+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "ecdef63fdaf47050790a397adb6bd4b1", "trace_id": "ecdef63fdaf47050790a397adb6bd4b1", "method": "GET", "path": "/healthz", "status_code": 200, "latency_ms": 0.2880096435546875, "client_ip": "192.168.65.1", "route": "/healthz", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:25.018443+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:42465 - \"GET /healthz HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:25.223215+00:00", "level": "info", "logger": "httpx", "message": "HTTP Request: HEAD https://huggingface.co/fake/resolve/main/tokenizer_config.json \"HTTP/1.1 404 Not Found\""}
server-1        | {"ts": "2026-06-06T18:07:25.232402+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "integration-obs-request-1", "trace_id": "integration-obs-trace-1", "method": "POST", "path": "/v1/extract", "status_code": 200, "latency_ms": 173.78878593444824, "client_ip": "172.20.0.6", "route": "/v1/extract", "model_id": "fake", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:25.232650+00:00", "level": "info", "logger": "uvicorn.access", "message": "172.20.0.6:41968 - \"POST /v1/extract HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:25.296933+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "integration-obs-request-2", "trace_id": "integration-obs-trace-2", "method": "POST", "path": "/v1/extract/jobs", "status_code": 202, "latency_ms": 10.001420974731445, "client_ip": "172.20.0.6", "route": "/v1/extract/jobs", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:25.297165+00:00", "level": "info", "logger": "uvicorn.access", "message": "172.20.0.6:41968 - \"POST /v1/extract/jobs HTTP/1.1\" 202"}
server-1        | {"ts": "2026-06-06T18:07:25.387933+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "integration-obs-request-3", "trace_id": "integration-obs-trace-2", "method": "GET", "path": "/v1/extract/jobs/df45a2fbbcbb4c0fb187d717a5411e18", "status_code": 200, "latency_ms": 20.227909088134766, "client_ip": "172.20.0.6", "route": "/v1/extract/jobs/{job_id}", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:25.388177+00:00", "level": "info", "logger": "uvicorn.access", "message": "172.20.0.6:41968 - \"GET /v1/extract/jobs/df45a2fbbcbb4c0fb187d717a5411e18 HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:25.712632+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "integration-obs-request-3", "trace_id": "integration-obs-trace-2", "method": "GET", "path": "/v1/extract/jobs/df45a2fbbcbb4c0fb187d717a5411e18", "status_code": 200, "latency_ms": 6.594657897949219, "client_ip": "172.20.0.6", "route": "/v1/extract/jobs/{job_id}", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:25.712862+00:00", "level": "info", "logger": "uvicorn.access", "message": "172.20.0.6:41968 - \"GET /v1/extract/jobs/df45a2fbbcbb4c0fb187d717a5411e18 HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:26.040020+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "integration-obs-request-3", "trace_id": "integration-obs-trace-2", "method": "GET", "path": "/v1/extract/jobs/df45a2fbbcbb4c0fb187d717a5411e18", "status_code": 200, "latency_ms": 6.053447723388672, "client_ip": "172.20.0.6", "route": "/v1/extract/jobs/{job_id}", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:26.040286+00:00", "level": "info", "logger": "uvicorn.access", "message": "172.20.0.6:41968 - \"GET /v1/extract/jobs/df45a2fbbcbb4c0fb187d717a5411e18 HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:26.146887+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "ffe965bf028d3782b0795fcbe0782db9", "trace_id": "ffe965bf028d3782b0795fcbe0782db9", "method": "GET", "path": "/metrics", "status_code": 200, "latency_ms": 2.7658939361572266, "client_ip": "192.168.65.1", "route": "/metrics", "model_id": "unknown", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:26.147228+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:44673 - \"GET /metrics HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:26.162877+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "78c38c3684365e47ce0ddf4f99b35cb7", "trace_id": "78c38c3684365e47ce0ddf4f99b35cb7", "method": "GET", "path": "/v1/admin/traces/integration-obs-trace-1", "status_code": 200, "latency_ms": 7.277965545654297, "client_ip": "192.168.65.1", "route": "/v1/admin/traces", "model_id": "admin", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:26.163128+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:54916 - \"GET /v1/admin/traces/integration-obs-trace-1 HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:26.175463+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "a8f90bf109bca54637f189cfceba1cff", "trace_id": "a8f90bf109bca54637f189cfceba1cff", "method": "GET", "path": "/v1/admin/traces/integration-obs-trace-2", "status_code": 200, "latency_ms": 4.327297210693359, "client_ip": "192.168.65.1", "route": "/v1/admin/traces", "model_id": "admin", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:26.175678+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:36155 - \"GET /v1/admin/traces/integration-obs-trace-2 HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:26.190182+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "a772080f9977e3e6cc6c59788e1718b1", "trace_id": "a772080f9977e3e6cc6c59788e1718b1", "method": "GET", "path": "/v1/admin/logs", "status_code": 200, "latency_ms": 6.469488143920898, "client_ip": "192.168.65.1", "route": "/v1/admin/logs", "model_id": "admin", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:26.190458+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:17661 - \"GET /v1/admin/logs?trace_id=integration-obs-trace-1 HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:26.203525+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "476946b5ba5a51843a65fed14534daa4", "trace_id": "476946b5ba5a51843a65fed14534daa4", "method": "GET", "path": "/v1/admin/logs", "status_code": 200, "latency_ms": 5.078792572021484, "client_ip": "192.168.65.1", "route": "/v1/admin/logs", "model_id": "admin", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:26.203817+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:41705 - \"GET /v1/admin/logs?trace_id=integration-obs-trace-2&job_id=df45a2fbbcbb4c0fb187d717a5411e18 HTTP/1.1\" 200"}
server-1        | {"ts": "2026-06-06T18:07:26.216820+00:00", "level": "info", "logger": "llm_server.access", "message": "request", "request_id": "e5fcaf7ae8289ff8198f4481707dc843", "trace_id": "e5fcaf7ae8289ff8198f4481707dc843", "method": "GET", "path": "/v1/admin/logs", "status_code": 200, "latency_ms": 4.897594451904297, "client_ip": "192.168.65.1", "route": "/v1/admin/logs", "model_id": "admin", "cached": false}
server-1        | {"ts": "2026-06-06T18:07:26.217070+00:00", "level": "info", "logger": "uvicorn.access", "message": "192.168.65.1:39266 - \"GET /v1/admin/logs?request_id=integration-obs-request-3 HTTP/1.1\" 200"}
